id,clarification_question
12648,do i understand you right in that you ask how to classify new objects to the k clusters given that you have the k cluster means ?
12878,"tu what exactly do you mean by a "" risk difference "" ?"
13052,"this seems to have several subproblems . first , you need to find and extract the periods of inactivity for each fish . a person can do it by just looking , but if you have a lot of data , maybe you want to do it automatically . second , you need to combine them for all the fish in one group . third , you need to compare them across groups . which of these do you need help with ?"
13102,"let me see if i'm getting this right : you have two input parameters , one with two levels and one with four , for a total of 8 combinations . for each combination , you ran a simulation with 4 learning agents which cooperated ( ?"
13182,"just out of curiousity , do the two methods lead to a much different ordering ?"
10800,what exactly are you trying to accomplish ?
13922,"the answer obviously has to depend on the text itself . for instance , after shredding a sequence of 100k 'a's , a single copy of the shredded text will suffice . the answer also depends on the actual distribution of the piece lengths , not just their mean $ x $ . it is also clear that some strong simplifying assumptions have to be made , such as that certain locations should not be heavily favored as break points in the shredding process . ( e . g . , if there exists one location that is certain to break , you can never be sure of the reconstruction . ) do all these assumptions leave a realistic question ?"
13961,"maybe you should explain what you are trying to do in terms that are not technical . do you expect to see the same event at different places at the same time , or the same pattern of events at different places at different times , or what ?"
13983,"user it's unfair to speculate about the questioner . let's address the question , shall we ?"
14069,to clarify : are you asking if there are statistical tests that address whether or not two samples are from the same distribution ?
14177,"when you say the "" average expected ratio "" do you mean the proportion in the population that votes for a ?"
14088,is this just a smaller example then ?
14220,"the question "" is there a function to compute the p-value for cor = 0 . 75 ?"
14410,"your question is very sincere , but you're essentially asking "" hey , i have this large device in my basement that has a big tank of gasoline or something connected to it , and there's this big red button on it i want to push . what will it do ?"
14457,what's your model ?
14719,$ n $ has no distribution unless you assume one or unless you have some kind of stopping rule for a sequential experiment . what's your situation ?
14774,"this is can be done via simple binomial testing & macro has a good answer . however , one issue is with the samples themselves : is there anything that could affect your decision to take route a or route b ?"
15585,"b seven - if your validation set gets tainted ( i assume by fitting models to it ) then perhaps dividing your data into a training , test and validation set may be more appropriate ?"
